sample_id,token,is_word,is_CIU
129,fell,1,1
129,over,1,1
129,and,1,0
129,he,1,1
129,could,1,1
129,get,1,1
129,down,1,1
129,at,1,1
129,that,1,1
129,time,1,1
129,the,1,1
129,girl,1,1
129,dog,1,1
129,went,1,1
129,crazy,1,1
129,and,1,0
129,started,1,1
129,barking,1,1
129,at,1,1
129,the,1,1
129,dad,1,1
129,and,1,0
129,the,1,0
129,cat,1,1
129,and,1,0
129,the,1,0
129,tree,1,1
129,so,1,1
129,they,1,0
129,had,1,0
129,to,1,0
129,call,1,1
129,9,1,1
129,1,1,1
129,1,1,1
129,and,1,0
129,the,1,1
129,firemen,1,1
129,came,1,1
129,with,1,1
129,their,1,1
129,ladder,1,1
129,and,1,0
129,they,1,0
129,saved,1,0
129,the,1,0
129,day,1,0
129,they,1,1
129,got,1,1
129,the,1,1
129,dad,1,1
129,down,1,1
129,they,1,1
129,got,1,1
129,the,1,1
129,cat,1,1
129,down,1,1
129,and,1,0
129,everybody,1,0
129,was,1,0
129,happy,1,0
129,end,1,0
130,well,1,0
130,this,1,1
130,is,1,1
130,story,1,1
130,of,1,1
130,a,1,1
130,little,1,1
130,who,1,1
130,has,1,1
130,a,1,1
130,cat,1,1
130,and,1,0
130,one,1,1
130,day,1,1
130,the,1,1
130,dog,1,1
130,began,1,1
130,chasing,1,1
130,the,1,1
130,cat,1,1
130,and,1,0
130,chased,1,1
130,the,1,1
130,cat,1,1
130,up,1,1
130,the,1,1
130,tree,1,1
130,and,1,0
130,there,1,1
130,the,1,1
130,cat,1,1
130,sat,1,1
130,and,1,0
130,would,1,1
130,not,1,1
130,come,1,1
130,down,1,1
130,then,1,1
130,as,1,1
130,you,1,1
130,can,1,1
130,see,1,1
130,from,1,1
130,the,1,1
130,the,1,1
130,dog,1,1
130,is,1,1
130,still,1,1
130,barking,1,1
130,so,1,1
130,of,1,0
130,course,1,0
130,the,1,1
130,cat,1,1
130,is,1,1
130,going,1,1
130,to,1,1
130,come,1,1
130,down,1,1
130,and,1,0
130,she,1,1
130,probably,1,1
130,cried,1,1
130,and,1,0
130,cried,1,0
130,and,1,0
130,finally,1,0
130,her,1,1
130,father,1,1
130,came,1,1
130,out,1,1
130,what,1,0
130,the,1,0
130,matter,1,0
130,kitty,1,0
130,cat,1,1
130,is,1,1
130,up,1,1
130,in,1,1
130,the,1,1
130,tree,1,1
130,and,1,0
130,the,1,1
130,dog,1,1
130,is,1,1
130,still,1,1
130,barking,1,1
130,so,1,1
130,the,1,1
130,father,1,1
130,said,1,1
130,alright,1,0
130,i,1,1
130,go,1,1
130,up,1,1
130,in,1,1
130,the,1,1
130,tree,1,1
130,and,1,0
130,get,1,1
130,the,1,1
130,cat,1,1
130,and,1,0
130,so,1,0
130,he,1,1
130,did,1,1
130,but,1,1
130,the,1,1
130,dog,1,1
130,is,1,1
130,still,1,1
130,barking,1,1
130,it,1,1
130,would,1,1
130,have,1,1
130,been,1,1
130,nice,1,1
130,if,1,1
130,he,1,1
130,had,1,1
130,put,1,1
130,the,1,1
130,dog,1,1
130,in,1,1
130,the,1,1
130,garage,1,1
130,but,1,1
130,he,1,1
130,did,1,0
130,think,1,0
130,to,1,0
130,do,1,0
130,so,1,0
130,he,1,1
130,is,1,1
130,now,1,0
130,up,1,1
130,in,1,1
130,tree,1,1
130,trying,1,1
130,to,1,1
130,get,1,1
130,they,1,0
130,get,1,0
130,as,1,1
130,far,1,1
130,out,1,1
130,as,1,1
130,the,1,1
130,cat,1,1
130,is,1,1
130,if,1,1
130,he,1,1
130,did,1,1
130,he,1,1
130,would,1,1
130,surely,1,0
130,break,1,1
130,the,1,1
130,limb,1,1
130,and,1,0
130,he,1,1
130,would,1,1
130,fall,1,1
130,so,1,0
130,as,1,0
130,you,1,0
130,can,1,0
130,see,1,0
130,from,1,0
130,his,1,1
130,expression,1,1
130,he,1,1
130,is,1,1
130,stuck,1,1
130,somebody,1,0
130,maybe,1,1
130,the,1,1
130,mother,1,1
130,in,1,1
130,the,1,1
130,house,1,1
130,saw,1,1
130,what,1,1
130,was,1,1
130,happening,1,1
130,and,1,0
130,she,1,1
130,called,1,1
130,the,1,1
130,fire,1,1
130,department,1,1
130,and,1,0
130,so,1,0
130,here,1,0
130,comes,1,0
130,the,1,1
130,fire,1,1
130,department,1,1
130,they,1,1
130,are,1,1
130,going,1,1
130,to,1,1
130,put,1,1
130,up,1,1
130,a,1,1
130,ladder,1,1
130,against,1,1
130,the,1,1
130,tree,1,1
130,and,1,0
130,hopefully,1,1
130,they,1,1
130,will,1,1
130,get,1,1
130,the,1,1
130,dog,1,1
130,to,1,1
130,go,1,1
130,away,1,1
130,and,1,0
130,rescue,1,1
130,the,1,1
130,man,1,1
130,and,1,0
130,then,1,0
130,after,1,0
130,they,1,0
130,do,1,0
130,that,1,0
130,cat,1,1
130,is,1,1
130,still,1,1
130,up,1,1
130,in,1,1
130,the,1,1
130,tree,1,1
130,but,1,1
130,the,1,1
130,dog,1,1
130,is,1,1
130,no,1,1
130,longer,1,1
130,barking,1,1
130,so,1,1
130,the,1,1
130,cat,1,1
130,jumps,1,1
130,down,1,1
130,the,1,0
130,end,1,0
